,PC_18_3__0_0,PC_18_2__0_0,PC_15_0__0_0,PC_17_0__0_0_1,PC_18_0__9_0_CHO,PC_17_0__0_0_2,PC_18_3__18_3__PC_14_0__22_6,PC_16_3__16_0_PC_14_0__18_3__PC_16_2__16_1,PC_16_2__18_2__PC_14_0__20_4__PC_16_1__18_3,PC_16_1__20_4__PC_16_0__20_5__PC_18_2__18_3,PC_16_0_20_5,PC_16_1__16_1,PC_16_1__17_2__PC_15_0__18_3__PC_15_1__18_2,PC_17_2__18_2__PC_15_0__20_4,PC_14_0__18_2_PC_16_2__16_0,PC_16_2__18_2__PC_16_1__18_3__PC_14_0__20_4,PC_18_2__18_3__PC_16_0__20_5__PC_16_1__20_4,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_1,PC_16_1__17_2__PC_15_1__18_2__PC_15_0__18_3,PC_16_1__17_1__PC_15_0__18_2,PC_18_2__18_2__PC_16_0__20_4,PC_14_0__18_2__PC_16_2__16_0,PC_16_0__18_3__PC_16_2__18_1,PC_16_0_20_4,PC_16_0__20_5__PC_18_2__18_3__PC_16_1__20_4,PC_18_2__20_4__PC_16_0__22_6_1,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_2,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_1,PC_16_0__16_1__PC_14_0__18_1_1,PC_16_1__18_2__PC-DAG_16_0__18_3__PC_16_0__18_3,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_2,PC_16_0__18_1_1_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_2,PC_18_2__20_4__PC_16_0__22_6_2,PC_18_1__18_2__PC_16_0__20_3,PC_16_0__18_2__PC_16_1__18_1,PC_16_0__16_1__PC_14_0__18_1_2,PC_18_2__20_1__PC_18_0__20_3,PC_16_0__18_1_2_1,PC_17_1__18_1__PC_17_0__18_2_1,PC_18_0__18_3__PC_16_0__20_3__PC_18_1__18_2,PC_18_2__20_4__PC_16_0__22_6_3,PC_18_2__20_2__PC_18_0__20_4__C_18_1__20_3__PC_16_0__22_4,PC_16_0__16_0_1,PC_16_0__18_0,PC_18_1__18_2__PC_18_0__18_3__PC_16_0__20_3,PC_17_1__18_1__PC_17_0__18_2_2,PC_16_0__18_1_1_2,PC_16_0__18_1_2_2,PC_18_1__18_1_PC_18_0__18_2,PC_16_0__16_0_2,PC_16_0__18_1_3,PC_18_1__20_1__PC_19_1__19_1__PC_18_2__20_0,PC_18_1__20_4,PC_18_0__18_2__PC_18_1__18_1,PC_18_2__20_1__PC_18_0__20_3_1,PC_17_0__18_1,PC_18_1__18_1__PC_18_0__18_2_1,PC_18_2__20_1__PC_18_0__20_3_2,PC_18_1__19_1,PC_18_0__20_2__PC_19_1__19_1__PC_18_1__20_1__PC_18_2__20_0,PC_18_0__20_2__PC_18_1__20_1__PC_19_1__19_1,PC_18_1__22_1__PC_20_1__20_1__PC_18_2__22_0,PC_19_1__22_1,PC_18_1__24_1__PC_18_2__24_0,PC_18_1__24_0,LPC_18_3
PI576376,837.08276,1995966.6,17587.506,77737.805,150892.34,1756.6025,30395.225,1131.8423,7425.498,7425.498,10336.403,8831.55,184755.81,254981.22,130602.85,125677.15,94981.516,26346.63,17097.307,13608885,675596.9,11236762,99771.2,43449.85,1004738.25,995549,2777.4287,1185.8135,67723.51,1165.0706,74655.58,3793.5027,11300.056,1230797.5,27939.395,280429.12,7401437.5,85068.76,1333053.1,489712.72,133.06723,397350.56,476987.1,591993.9,408140.4,8037.504,412515.03,3080.292,702739.4,651937.94,10542.353,4215.9272,58682.54,2669.8123,15199.103,23425.22,23558.428,1506.217,7348.3374,6874.4233,5687.666,1681.8593,47178.63,0,347.24585,579.5061,2857.543,77737.805
PI653616,103.02629,945855.75,4020.2544,7712.787,46190.707,15327.259,30090.643,5449.267,29727.85,22456.207,10530.065,20408.809,170264.7,4542.5693,188754.66,270522.7,185557.2,43696.953,90549.734,7612391.5,201757.33,21350462,910557.6,1765497.1,460464.97,1456079.6,259793.2,35185.805,134170.3,18164.742,125981.625,96757.305,16233.449,1825444.1,228496.78,149777.78,9408161,146755.53,10007106,505355.84,505355.84,34121.574,417771.16,1727317.1,28841.469,84565.33,694788.1,21084.008,975419.06,923391.06,15349.076,16742.71,164782.61,73872.055,40542.598,38111.855,126125.1,2917.2988,1686.5137,131254.5,7493.4062,16060.607,112807.57,5501.893,2971.858,120522.5,6203.324,7712.787
PI642992,156.8171,1643908.2,6484.552,1898.5648,53898.08,49473.086,52750.926,128732.02,47224.32,29123.072,84008.38,1611.3876,444216.7,31434.625,427264.2,378473.9,554980.2,10578.083,232013.3,13870132,88622.92,26130046,630363.5,4393819.5,508582.9,6972965,470019.62,98200.59,229156.48,53502.867,300806.6,89678.72,36985.13,1432427.8,77428.625,108953.32,12562462,660258.56,34165052,1136414.2,67195.4,75926.22,775633.75,5034789.5,218352.52,387520.5,3057871.2,49662.49,631004.25,1831709.8,73690.42,46174.125,476350.7,73947.695,174311.66,30920.504,108278.85,3483.0251,6486.3047,392264.84,10592.172,44103.62,157278.92,21337.068,11978.002,197705.6,17774.371,1898.5648
PI656042,775.07446,1882244.1,5281.4854,72427.95,170504.64,6793.2197,13632.394,410.03534,8931.914,12190.745,17997.154,18347.42,73471.21,32845.79,97879.875,29940.102,78029.664,19893.582,10882.194,4182319.8,250467.06,6332311,52464.656,17277.896,224277.88,578611.4,3108.5269,3632.7632,34981.395,1136.2814,44253.918,5030.3887,481.15216,765327.75,33907.586,229842.89,4276139,30707.418,2701954.8,360427.84,2718.8413,35339.684,274085.16,250913.53,231442.23,4215.2417,245052.22,1703.1667,253359.16,197586.45,6963.2856,3133.5269,23790.566,3456.252,15320.827,18603.123,26919.895,2871.4277,8141.1807,1567.0515,748.24567,419.86978,9571.926,135.22008,173.4591,326.20294,1542.3152,72427.95
PI534135,243.82782,1357207.9,5426.418,35241.676,106585.72,3177.7556,2534.7312,8044.385,8008.6694,8044.385,4306.075,12235.924,102402.93,6125.938,50074.848,49259.617,48360.766,11855.953,1986.3689,3710924.5,95604.85,8479506,248137.17,414713.7,243906.58,534487.75,51396.637,1356.6973,22972.625,3988.1562,38537.395,11218.922,1042.9684,416682.75,27614.277,144175.23,2186856.5,35894.418,2836564.2,560845.1,395787.16,15539.471,150525.7,267903.94,6913.802,79611.94,218165.38,9508.412,72243.25,265807.94,7569.374,1672.9912,6402.625,1421.8016,10749.263,6344.2104,21848.117,6768.728,1156.8024,4993.763,4316.6333,1983.0305,39220.945,1213.2749,955.91565,4571.6006,1365.0208,35241.676
PI534115,0,2485425.8,27009.676,46595.984,93102,2113.9263,25723.834,619.0127,22221.465,4860.016,2643.4082,12107.838,74365.75,77796.69,103286.33,97952.51,11356.564,16280.538,44464.8,7015380.5,1044347.2,7824217.5,616127.6,21863.746,784238.3,933445.7,9665.166,2127.961,46225.977,661.7583,42738.914,11733.47,1944.1403,1087975.2,22765.957,285963.56,7136375.5,50708.793,4695972,19151.004,134.72012,374014,344338.03,609142,243520.16,55831.484,282884.03,9869.57,520099.75,613263.4,9403.529,3254.1035,48533.246,8227.705,10452.75,12038.928,25348.646,2354.7288,14428.849,7255.964,2400.4797,2296.8635,35643.246,326.79706,442.39023,491.1267,671.9321,46595.984
PI533766,728.1728,1744388.9,6929.9067,88613.71,190137.83,23885.018,10060.972,8970.935,20533.104,8970.935,6851.4126,8993.759,271729.78,9629.918,418067.88,56908.19,170142.48,22051.543,45941.1,15542895,86091.12,17799286,1391824.9,748815.7,93639.7,1627019.9,86353.38,4958.285,163908.9,30604.057,179940.17,31067.273,12810.817,3575752.5,100401.3,15443.178,9273678,52720.39,5556006.5,168752.2,168752.2,8386.646,278508.03,560557.3,7048.5283,184576.42,575496.7,12279.561,175416.88,321312.12,8686.797,16950.203,44939.613,5736.168,12290.497,15650.688,18102.432,19775.95,1910.8857,4060.9172,43888.72,2135.1545,56050.234,1169.5618,2222.2488,96755.234,4761.798,88613.71
PI655979,260.71985,910131.5,2230.9463,70348.14,144363.16,1401.9792,18018.684,1825.6299,7276.608,1780.1484,2850.1318,5986.828,352083.1,14095.123,69216.266,469992.12,182666.62,15891.221,26984.02,23622706,267552.62,17630644,1452000.5,1225506.5,398381.1,870933.56,79168.52,1923.4543,249133.88,8893.197,123849.64,108931.914,8400.441,2700242.5,57855.684,51385.47,7307201.5,70830.01,5775706.5,682943.1,490926.44,78144.77,810382.25,487295.4,17053.07,183918.58,575369.1,18558.205,463236.2,343552.53,6186.9707,13760.859,32089.912,4560.9155,17338.246,35460.336,27712.113,7247.6924,6849.239,8619.814,33183.74,6239.706,79623.84,7752.114,5503.516,101667.016,7364.164,70348.14
PI576130,424.12088,1218106.5,4345.5933,5406.7417,49091.957,5600.0283,2170.1416,3771.838,25434.549,5137.8604,7407.3975,6896.3965,166769.61,23559.205,85045.85,157971.56,123097.06,9678.628,18579.121,7660231,68283.68,6543648,696670.06,1199740.5,123703.6,852124.75,174032.2,31049.482,102040.914,9629.531,98659.36,60920.293,3979.2715,761200.2,60475.02,150591.53,4302568.5,86641.59,10852564,1788267.6,1505633.6,22424.965,427019.3,912185,57936.445,27404.121,857910.6,38163.74,231497.53,1302363.4,28931.035,12504.589,81689.61,11156.789,33303.773,36343.08,40833.215,2094.7607,9582.766,112070.36,4698.927,19736.215,110006.75,10709.193,6362.6494,102261.984,5028.2124,5406.7417
PI534155,695.51135,1603316.2,2848.7205,162282.89,314590.06,13101.834,29147.844,3933.0298,14534.8955,3400.462,3076.843,3738.6765,194224.39,7093.631,193239.39,42218.707,113542.51,24189.385,45112.305,12810553,105251.2,9851452,375888.12,296731.97,44265.95,641482.75,57894.938,2068.455,114204.21,40667.44,108814.984,56716.754,932.7252,2630768,74372.45,124917.02,8005950,35441.875,2779373,388389.88,504587.3,20396.172,793290.9,449542.25,24438.896,295600.8,1055578.4,12077.579,150174.11,415569.56,9412.195,30153.559,40431.72,11722.943,17511.486,33145.016,4375.648,3818.68,2599.935,7798.912,12662.28,1361.8151,40658.113,799.66364,1060.0009,116955.94,6116.474,162282.89
PI595743,334.52466,3870761.5,30560.393,79394.53,244131.33,896.0663,38878.574,678.6235,45188.3,27308.932,11560.875,5742.542,247570.14,61458.98,158704.66,87943.94,123723.875,17136.805,27823.299,10329059,434593.94,16704717,1871803.9,11295.318,782694.5,1230515.5,13517.13,2132.3657,102010.58,5608.9004,80533.21,27534.016,2262.0142,815130.1,13797.838,179061.16,12796751,22566.441,10461688,798334.3,352.78177,532807.75,507247.2,922788.3,157159.67,16247.267,539665.94,20211.695,1066038.4,1262167.9,12664.21,4368.6304,86592.43,3294.6748,6011.545,22456.605,40442.58,15916.477,17194.85,41221.285,4826.051,3049.3435,59987.125,1094.121,2348.6042,74643.89,615.61835,79394.53
PI597951,153.7782,1050341,7225.3228,12344.785,91720.13,1928.7734,30816.547,13471.835,22166.363,29158.17,26365.453,22396.662,185554.8,27783.014,101272.3,200132.05,165626.8,17641.172,24129.799,8187604.5,111442.94,14010578,2227369.2,725119.56,191014.97,1356181.5,79718.99,11533.661,92063.766,6638.7056,106111.78,74025.21,4801.3433,946193.25,56794.04,204930.45,5065182,66258.73,9736495,1807983,1495383.2,158647.47,517754.03,1271264.6,68795.47,11913.348,871413.7,39772.297,396963.47,595673.3,4267.6587,21475.62,92821.47,6028.796,55666.324,24318.688,34870.2,10217.803,14709.047,18623.068,3820.3936,29833.328,86474.23,19396.416,14700.341,109240.484,4728.9688,12344.785
PI656068,55.43318,905551.56,718.8761,6475.447,39414.035,542.99426,151045.7,76781.84,17420.848,141293.94,12324.453,12789.365,147526.4,8568.084,38104.496,80224.66,95029.17,17236.27,4223.669,8350363.5,56660.68,8532836,597766.8,97257.84,64144.85,350576.75,15896.002,560.3615,49386.32,706.8661,54869.145,16263.338,981.38837,1382357.2,36250.547,36564.305,5517178,19684.805,4975451,170046.2,170046.2,35438.277,245694.42,232562.9,11764.338,147297.95,423855.06,14843.905,57454.76,325813.5,19950.637,5515.9277,14942.349,22307.36,18834.256,8425.941,25819.996,1347.2144,9704.368,35896.594,4557.672,2952.8315,47927.617,1888.7085,1464.0771,65163.266,4524.677,6475.447
PI597967,295.99396,3016371.2,31083.857,28997.627,93275.43,3493.006,24947.154,1007.27606,12591.843,19769.238,6032.2563,17071.953,27661.873,120127.914,94250.48,29581.66,62148.613,2598.4014,3631.223,7871844,488409.84,10402916,549723.75,45289.35,862461.94,748252.2,226.17851,1832.4502,48355.957,750.19885,45446.445,4256.71,1071.1962,877719,67433.56,237836,4050407.5,50289.004,3431739.5,8415.469,274.31097,41104.395,381827.44,470723.34,293690.75,4281.769,275116.94,10013.48,409386.25,412692.4,7755.5566,3507.9373,9291.252,13536.617,8362.852,14404.19,23311.344,2975.5864,16510.55,4843.7593,2088.456,743.3491,25571.43,0,132.29828,534.0697,206.65344,28997.627
PI656050,56.563324,1064896.5,3184.0999,7025.223,33611.266,71043.94,12075.282,2465.7378,33857.535,21588.293,27501.916,18877.822,273857.8,18148.5,227452.25,188891.78,202038.95,30999.182,81078.086,7524317,21424.691,15341681,1597395.5,3599969,51233.31,3958784,530001.06,40003.39,105011.06,26231.69,150825.14,156752.38,17931.309,1524628.5,37035.785,129220.67,9648271,285250.47,11852936,5127.5747,40147.195,60053.633,785450.1,2638361.5,37109.297,140528.12,1701475.1,21414.168,383159.16,1379357,19956.398,34311.96,271414.34,91294.96,98285.04,38606.848,161185.77,4206.5967,3784.2302,238314.77,18010.008,38252.312,101439.055,10302.92,5030.871,140905.4,9270.539,7025.223
PI595741,111.68629,1182202.2,5148.441,25476.47,203687.16,1465.0518,4977.482,2541.924,26607.969,13345.34,5456.6953,19821.998,159630.88,7493.7,103716.91,106707.59,120552.47,5561.647,14549.29,6744716,138348.92,12507718,730147.94,814796.25,111281.51,1113305.1,122223.77,2308.0417,95038.16,10228.739,88835.84,74136.76,4561.8696,1191405.5,55343.74,116781.53,3669928.2,81919.555,8210196,865213.44,865213.44,42145.105,583885.1,862511.8,26804.896,154770.77,622555.3,15940.205,451601.2,723608.5,42109.52,4314.4307,46517.594,17716.51,47160.08,11791.489,36008.324,10199.6455,11992.858,39557.434,15520.407,35945.402,61349.184,8871.967,2816.9937,105323.71,2962.207,25476.47
PI564164,148.4477,1740607,9101.294,281941.9,92350.195,176.96483,36205.258,3287.9749,9248.657,1704.0386,15851.103,4968.76,95639.52,23795.863,106079.75,83650.67,1794.7927,13146.743,35223.754,2813557.8,38347.855,3047412.2,439035.03,484744.1,289356.3,396911.3,33177.055,1406.2769,140028.64,14780.254,20268.146,11078.591,2611.056,4091545.8,111542.61,32182.95,2827122.5,26046.77,808263.94,12252.505,12252.505,216430.5,372473.75,139673.33,10825.284,13491.634,88781.375,7802.6704,149348.4,60115.367,7602.65,6807.3335,894.6155,12741.431,7706.863,7582.113,15185.922,315075.25,29398.523,1446.5446,72506.4,2427.877,17485.695,281.97595,58.424477,420.89868,280.3185,281941.9
PI642793,268.1507,3405959,39071.7,38052.652,164026.95,1971.7002,31558.33,1765.9554,20601.05,10879.038,7347.205,34202,186459.06,66030.99,66368.13,124106.93,13057.641,12284.232,28797.85,9066204,1043565.2,15035572,927754,34673.508,784096.25,525155.1,3941.6855,1999.38,51448.56,3297.7725,49195.934,6391.866,614.678,1297804.1,29403.314,2691167.2,6682283.5,47864.316,6558807,1070309.8,361.8979,267823.34,322300.78,556401.06,408839.44,2741.8804,218092.3,14639.062,539747.9,796495.25,32782.73,2337.6987,43824.113,2363.2864,15589.581,12751.664,21147.33,20769.764,5239.3584,2508.9893,22172.576,736.2807,31809.31,0,0,188.41116,257.271,38052.652
PI659691,155.46678,730030.6,4881.2275,20329.697,49682.004,474.0544,21127.275,1999.0845,20608.887,17897.06,16811.334,2129.6074,146798.64,11558.729,63269.016,54546.348,89580.12,13745.832,4505.1826,11217237,263532.66,13484808,659774.8,676707.44,355651.62,759837.25,24373.855,1183.286,123652.86,4715.1187,87299.555,20132.023,4853.1064,1075420,79803.805,141337.31,4374341,70711.82,4746834,290136.62,304100.16,45078.266,439936.88,372223.66,61152.33,104705.836,314532.16,14630.449,354871.25,511536.25,10539.171,14008.089,37735.965,3744.9558,8037.289,19432.566,26147.549,8790.641,1316.9645,5747.448,16742.02,15404.662,69474.27,6629.102,8105.608,24816.39,8711.55,20329.697
PI533980,140.1561,1324083.9,6284.864,115001.71,246133.61,4827.7144,21232.42,2187.5928,5915.222,8082.569,1176.8655,5096.1416,157545.72,30170.49,55142.605,142085.56,76228.31,14931.418,9248.6045,11939853,74151.9,7630181,1091099.2,72520.914,638821.8,556618.75,36484.438,697.4691,91231.51,1442.7434,46749.19,37662.45,3258.9849,2175788,122306.84,105053.37,6148041,42827.81,5039432.5,386763.1,13038.28,71514.48,635560.44,359906.9,13966.769,2688.6802,365245.78,1104.7668,484726.62,417512.66,19410.596,9665.572,7182.022,18162.822,17945.99,18055.77,18774.898,3782.1238,2524.8904,5553.243,3209.1985,14367.631,40897.47,796.4145,934.7209,12280.47,2293.7778,115001.71
PI534128,197.3435,1819778.4,4974.5293,36580.734,114858.484,2523.5608,14437.473,7163.4595,18741.514,12305.774,16753.104,15000.992,116265.19,56242.426,60992.66,115536.29,81388.766,17171.023,17776.336,9037212,231514.38,8106926.5,1356540.8,788361.56,93105.27,940728.56,36180.023,4775.1704,139536.58,1695.2487,67554.72,41528.164,2018.6683,1402549.8,22570.24,217482.6,4104527.5,54803.598,3839210.5,490459.66,500365.34,79875.586,396437.28,418263.62,31912.139,13212.252,343244.94,13767.517,225612.5,370386.88,5896.916,2604.642,24494.764,5753.529,10032.833,5753.529,32851.082,3864.5823,2244.3667,13226.37,16514.873,2249.7388,60334.027,1439.5793,5041.049,56492.87,1329.6813,36580.734
PI534138,110.7408,1313491.6,20521.285,21580.902,71276.91,1865.8889,26389.043,7822.789,16944.707,24418.79,22511.281,21447.275,147758.72,49091.47,83659.58,131874.75,89241.89,2884.4272,44186.152,9177969,108550.14,14921286,2548252.8,630242.6,479980.72,1021642.9,69680.36,473.25262,73156.5,3732.5332,71497.12,76806.766,2000.7649,1094808.6,13252.309,147253.45,5806233.5,72594.664,6927094.5,78783.484,78783.484,122746.77,582889.94,914013.56,36885.168,112252.94,462918.22,17582.531,301571,592436.4,8115.693,7036.926,82962.055,1894.0625,38083.67,28786.062,66671.12,1976.988,1120.9673,45349.64,13988.436,17325.764,65773.125,1478.4203,1428.5679,36615.707,1995.4138,21580.902
PI533882,62.977425,2425677.8,11868.219,38075.76,82761.266,593.2417,7907.3916,1772.4094,14398.742,32546.725,5807.199,13315.071,74411.14,45183.605,92636.62,46489.418,32617.682,9768.162,9717.648,4289543.5,865626.44,5893746.5,268515.84,33419.086,630644.25,546548.44,7080.256,1173.3756,30203.875,408.59277,35387.758,3276.6958,1837.5065,950104.7,19694.39,257513.25,4517244,40072.277,2912998.5,3732.4924,322.16217,176335.94,300016.2,458987.47,284792.06,8301.159,169435.03,7290.8467,339575.25,297443.06,13097.512,6611.1914,11272.6,6818.5713,10387.85,1603.4302,23072.006,1066.73,9387.729,2511.5996,960.8236,934.7306,17541.453,0,0,348.36325,2383.0586,38075.76
PI656014,178.74919,1308341.4,2809.9414,11083.156,69254.74,152533.47,45359.38,53327.727,30163.656,59848.246,21935.688,7020.832,280443.75,21379.904,235891.48,218292.31,198777.66,34528.43,79890.08,9957177,37457.38,25877678,1355890.1,1862183.6,292002.53,2135524,378012.1,35250.13,152843.75,21694.904,127606.15,36708.1,14832.742,3730613.2,47932.438,195508.95,15958087,239822.72,13611359,2532421,66705.74,33040.117,705798.6,2862618.8,58823.367,283046.3,960682.3,24054.477,588047.1,1513282.5,4032.2175,34014.914,268416.75,51157.797,54928.02,8435.844,56610.945,8524.746,7111.2607,93690.305,11132.585,35198,93966.6,1157.142,1249.2308,96022.78,5759.648,11083.156
PI534123,54.13032,895956.8,1566.301,51455.105,87450.71,866.76154,1895.4468,3971.733,9752.431,4545.201,2080.1235,19660.049,83495.28,40724.44,37760.85,42598.977,29810.09,1793.9375,2859.3584,3509084,153342.6,6102202.5,617106.06,204950.33,67914.88,466909.84,19188.598,383.03485,35087.85,1306.4719,55143.77,35925.6,1124.5521,596834.06,14468.615,42948.855,2556590.2,29766.611,1601382.2,34064.477,34064.477,21115.611,440890.56,221423.84,21718.486,44034.98,230297.19,18538.902,83921.05,176046.22,3405.086,2304.1428,4937.1685,4513.174,8347.235,9753.031,19447.023,28883.604,2488.7842,3860.053,35301.953,15318.553,64939.92,5591.412,1344.092,32580.32,6393.507,51455.105
PI656099,148.56702,1593098.2,7954.4497,8361.1875,70112.875,40992.832,14184.695,30420.982,50709.785,129852.26,66962.04,43399.723,749407.4,96807.23,222162.22,337967.75,321893.12,36027.547,137083.95,8512990,113711.02,43343416,1082425.4,1743770.5,577044.5,3154887.5,294754.8,84465.664,118362.6,33940.062,245963.23,316420.34,21675.799,1358062.9,62642.508,249442.77,11860006,392340.38,19591700,1946904.5,1946904.5,25050.58,612935.75,2506952.2,107334.445,159368.45,1371334.5,61266.562,585710.94,1766913.1,109873.555,30514.582,345522.3,9840.324,115232.53,78523.31,125248.914,4314.277,3912.3506,292836.56,37151.977,46615.426,193694.83,23870.03,6212.574,607046.9,13202.598,8361.1875
PI656113,59.050167,1452879.2,4604.8315,1463.4773,63809.734,1731.2788,4130.3306,6616.9644,26483.443,17948.123,19169.426,15282.366,139085.95,22783.459,159502.05,86233.02,84810.15,10910.345,24828.246,6818459.5,80625.63,12959251,1497541.9,2106911.8,818486.06,1617749.1,145867.38,6749.325,99166.25,11380.179,84622.14,60482.434,20926.336,821186,16800.602,83310.43,2275977,192973.98,7481438,645442.1,12086.265,59955.703,337145.88,2800102,22959.941,19202.406,578272.5,15776.862,247303.77,754702.2,5297.0254,14126.617,167250.77,27853.736,32573.611,8641.109,61387.285,1161.9653,4140.6333,58847.29,12666.97,15465.342,70091.984,4875.0356,2205.2913,55544.16,8370.291,1463.4773
PI533967,220.93192,1619956.5,11823.946,53537.1,234731.12,3907.0464,4772.1313,3643.1797,2549.418,6829.394,3252.769,17041.162,127516.3,41864.094,44883.89,60856.2,50154.004,3791.1335,22434.93,6631865.5,151503.12,9118364,263928,464140,232982.83,590758.06,65365.133,1052.5807,35482.844,786.1799,54307.902,8946.829,468.34756,559304.75,23152.088,158159.7,4374091.5,32041,6020765.5,300403.78,308042,22073.309,360205.53,305715.25,21383.574,47745.125,282454.53,22385.791,124195.89,549606.4,11212.4375,2441.6387,15514.434,20878.97,13719.692,32216.531,32755.55,9925.754,1323.0144,24859.273,2862.9143,2066.0593,57028.523,1606.9082,900.56586,44087.723,712.40564,53537.1
PI656116,176.59251,2027092.1,17890.736,56052.812,102774.266,1961.6558,29953.895,792.4005,19128.365,2033.1226,2537.6785,14608.122,134828.48,29431.441,131509.27,83595.09,92113.44,23605.008,11640.756,10625785,126526.8,10969531,394391.75,38138.598,451468.4,1047780,8473.167,995.7798,94662.88,2264.7527,74263.96,11184.324,2995.4634,1322086.8,111439.73,1849517.8,5632112.5,56544.383,5757358.5,653121.4,1139.9614,195525.81,545961.06,470558.38,336606.72,4641.52,425930.84,18064.418,538283.06,500623.62,12211.325,5001.7407,20739.02,8001.574,17079.072,4872.0425,27320.566,26502.629,13564.202,29306.318,6205.6675,5000.6367,82863.27,389.0099,796.6128,2368.8364,819.95795,56052.812
PI613536,104.38797,1013506.75,7158.985,41581.297,62116.387,2553.0894,28299.006,2882.3254,18207.676,5471.9287,3250.0237,13315.485,138280.75,22371.186,131903.98,213902.97,119238.836,3695.6116,5090.8506,11384627,159649.47,6808485.5,653023.8,16119.878,60970.195,425132.6,55457.68,571.8276,103650.33,1436.3456,36795.62,17127.143,857.9104,1376187.1,30583.82,30926.188,3785480.2,30652.758,2999117,313178.75,206798.38,109667.86,341134.1,262159.9,39859.85,8195.4,236587.39,11530.45,182406.8,133160.66,4456.878,6292.9272,11698.535,8791.767,6728.962,8926.266,23270.477,2233.8098,4885.911,7517.474,5712.141,2295.8354,63731.816,1064.0112,1547.6294,10859.781,3783.6196,41581.297
PI656076,674.9999,2426673.5,22089.031,11343.665,116261.875,1885.9636,25764.455,1144.31,29423.908,15453.891,20445.186,9277.178,82920.15,18600.395,178076.56,44075.19,29138.354,10695.503,31560.463,4342923.5,354597.72,9797369,686489.8,20309.943,452787.9,755780.75,5349.502,3486.5972,32518.178,9196.111,64002.1,5770.9287,1787.5504,981236.06,98987.32,242091.34,8726815,52541.555,8516974,899329.94,100.70071,400611.56,318686.47,1140629.4,192016.5,17503.79,566824.75,11009.163,746563.06,1160305.6,20331.945,96355.03,17789.53,1860.0834,14839.455,15115.129,30986.676,6556.314,14671.671,44837.043,2105.6467,1261.0986,33641.473,170.72562,371.08563,35436.477,1431.6074,11343.665
PI656019,472.5755,4795460,41487.8,79316.445,200018.69,8112.9707,30103.412,516.33496,10607.285,20477.186,3026.1262,13782.37,132643.64,52013.668,82759.58,45182.49,22219.85,12193.011,5326.975,5362900.5,154705.55,8152289,717018.7,20879.746,403121.34,421939.66,10949.849,1983.046,54569.316,1783.3195,38021.727,10013.663,2555.7852,855347.5,27069.873,1878140.2,4662494.5,30803.422,2545307.8,166469.8,0,297969.47,254223.55,328441.56,283101.78,3124.7546,300616.44,8640.207,356065.06,198573.67,18822.682,5329.5293,19498.906,9397.688,12968.916,11718.512,13723.372,4033.9673,4291.1416,3042.6218,6803.6904,3240.5066,34043.36,52.14505,296.47357,938.4188,437.911,79316.445
PI656020,515.1568,3159509.5,26304,208107.72,510839,7246.9365,41103.633,3686.54,2717.04,2717.04,5503.8643,4911.594,166665.84,34264.95,125993.37,125993.37,141780.86,30603.562,51583.055,19164946,1038855.4,15578219,981592.5,26835.352,432959.44,886290.56,18380.441,10102.278,88268.13,1857.2386,67666.34,26284.82,2522.1216,1627834.9,137218.58,98090.586,10336554,972.687,11223010,519743.66,141.04453,613366.9,483784.62,555619.75,209177.22,7110.6353,318554.2,11389.905,548021.75,353941.12,17548.07,13044.982,48912.582,7720.0835,27875.62,24869.42,23893.412,7894.0425,2901.3325,13979.92,32667.059,1884.697,48321.023,236.26123,829.9507,3471.6172,880.6332,208107.72
PI533964,56.180725,601126.06,3060.8516,57553.996,125598.64,1050.9167,3303.143,1787.0459,12833.917,2002.841,2660.1436,21162.6,168158.69,14989.783,78928.86,61232.8,63424.035,2423.0818,10758.073,6190732.5,138897.08,8436504,818298.44,20001.113,314068.06,911942.7,28525.984,1076.4546,63109.805,624.6239,40234.32,31987.166,3550.7422,830620.4,27818.535,24348.73,2716683.8,46773.94,4315144,125142.766,125142.766,19788.62,256469.81,373575.44,36833.3,15418.269,379088.7,18489.633,81770.414,222809.9,9203.058,3157.1895,8238.3545,9347.505,7087.086,9062.059,31013.727,13048.929,2270.2583,14040.318,25323.484,4979.464,65964.5,1796.3555,2324.0935,62858.582,2630.2493,57553.996
